Journal title,Year,Source ID,Publications
behavior modification,1942,,0
behavior modification,1943,,0
behavior modification,1944,,0
behavior modification,1945,,0
behavior modification,1946,,0
behavior modification,1947,,0
behavior modification,1948,,0
behavior modification,1949,,0
behavior modification,1950,,0
behavior modification,1951,,0
behavior modification,1952,,0
behavior modification,1953,,0
behavior modification,1954,,0
behavior modification,1955,,0
behavior modification,1956,,0
behavior modification,1957,,0
behavior modification,1958,,0
behavior modification,1959,,0
behavior modification,1960,,0
behavior modification,1961,,0
behavior modification,1962,,0
behavior modification,1963,,0
behavior modification,1964,,0
behavior modification,1965,,0
behavior modification,1966,,0
behavior modification,1967,,0
behavior modification,1968,,0
behavior modification,1969,,0
behavior modification,1970,,0
behavior modification,1971,,0
behavior modification,1972,,0
behavior modification,1973,,0
behavior modification,1974,,0
behavior modification,1975,,0
behavior modification,1976,,0
behavior modification,1977,12102,32
behavior modification,1978,12102,28
behavior modification,1979,12102,31
behavior modification,1980,12102,31
behavior modification,1981,12102,33
behavior modification,1982,12102,29
behavior modification,1983,12102,38
behavior modification,1984,12102,30
behavior modification,1985,12102,30
behavior modification,1986,12102,27
behavior modification,1987,12102,29
behavior modification,1988,12102,29
behavior modification,1989,12102,27
behavior modification,1990,12102,27
behavior modification,1991,12102,31
behavior modification,1992,12102,30
behavior modification,1993,12102,24
behavior modification,1994,12102,27
behavior modification,1995,12102,24
behavior modification,1996,12102,24
behavior modification,1997,12102,26
behavior modification,1998,12102,34
behavior modification,1999,12102,31
behavior modification,2000,12102,35
behavior modification,2001,12102,36
behavior modification,2002,12102,36
behavior modification,2003,12102,39
behavior modification,2004,12102,46
behavior modification,2005,12102,41
behavior modification,2006,12102,45
behavior modification,2007,12102,54
behavior modification,2008,12102,51
behavior modification,2009,12102,44
behavior modification,2010,12102,30
behavior modification,2011,12102,28
behavior modification,2012,12102,48
behavior modification,2013,12102,38
behavior modification,2014,12102,39
behavior modification,2015,12102,49
behavior modification,2016,12102,43
behavior modification,2017,12102,37
behavior modification,2018,12102,46
behavior modification,2019,12102,47
behavior modification,2020,12102,44
behavior modification,2021,12102,83
behavior research methods,1942,,0
behavior research methods,1943,,0
behavior research methods,1944,,0
behavior research methods,1945,,0
behavior research methods,1946,,0
behavior research methods,1947,,0
behavior research methods,1948,,0
behavior research methods,1949,,0
behavior research methods,1950,,0
behavior research methods,1951,,0
behavior research methods,1952,,0
behavior research methods,1953,,0
behavior research methods,1954,,0
behavior research methods,1955,,0
behavior research methods,1956,,0
behavior research methods,1957,,0
behavior research methods,1958,,0
behavior research methods,1959,,0
behavior research methods,1960,,0
behavior research methods,1961,,0
behavior research methods,1962,,0
behavior research methods,1963,,0
behavior research methods,1964,,0
behavior research methods,1965,,0
behavior research methods,1966,,0
behavior research methods,1967,,0
behavior research methods,1968,,0
behavior research methods,1969,,0
behavior research methods,1970,,0
behavior research methods,1971,,0
behavior research methods,1972,,0
behavior research methods,1973,,0
behavior research methods,1974,,0
behavior research methods,1975,,0
behavior research methods,1976,,0
behavior research methods,1977,,0
behavior research methods,1978,,0
behavior research methods,1979,,0
behavior research methods,1980,,0
behavior research methods,1981,,0
behavior research methods,1982,,0
behavior research methods,1983,,0
behavior research methods,1984,,0
behavior research methods,1985,,0
behavior research methods,1986,,0
behavior research methods,1987,,0
behavior research methods,1988,,0
behavior research methods,1989,,0
behavior research methods,1990,,0
behavior research methods,1991,,0
behavior research methods,1992,,0
behavior research methods,1993,,0
behavior research methods,1994,,0
behavior research methods,1995,,0
behavior research methods,1996,,0
behavior research methods,1997,,0
behavior research methods,1998,,0
behavior research methods,1999,,0
behavior research methods,2000,,0
behavior research methods,2001,,0
behavior research methods,2002,,0
behavior research methods,2003,,0
behavior research methods,2004,146223,1
behavior research methods,2005,146223,81
behavior research methods,2006,146223,88
behavior research methods,2007,146223,122
behavior research methods,2008,146223,131
behavior research methods,2009,146223,148
behavior research methods,2010,146223,115
behavior research methods,2011,146223,106
behavior research methods,2012,146223,99
behavior research methods,2013,146223,122
behavior research methods,2014,146223,122
behavior research methods,2015,146223,85
behavior research methods,2016,146223,130
behavior research methods,2017,146223,175
behavior research methods,2018,146223,181
behavior research methods,2019,146223,182
behavior research methods,2020,146223,168
behavior research methods,2021,146223,318
behavior research methods & instrumentation,1942,,0
behavior research methods & instrumentation,1943,,0
behavior research methods & instrumentation,1944,,0
behavior research methods & instrumentation,1945,,0
behavior research methods & instrumentation,1946,,0
behavior research methods & instrumentation,1947,,0
behavior research methods & instrumentation,1948,,0
behavior research methods & instrumentation,1949,,0
behavior research methods & instrumentation,1950,,0
behavior research methods & instrumentation,1951,,0
behavior research methods & instrumentation,1952,,0
behavior research methods & instrumentation,1953,,0
behavior research methods & instrumentation,1954,,0
behavior research methods & instrumentation,1955,,0
behavior research methods & instrumentation,1956,,0
behavior research methods & instrumentation,1957,,0
behavior research methods & instrumentation,1958,,0
behavior research methods & instrumentation,1959,,0
behavior research methods & instrumentation,1960,,0
behavior research methods & instrumentation,1961,,0
behavior research methods & instrumentation,1962,,0
behavior research methods & instrumentation,1963,,0
behavior research methods & instrumentation,1964,,0
behavior research methods & instrumentation,1965,,0
behavior research methods & instrumentation,1966,,0
behavior research methods & instrumentation,1967,,0
behavior research methods & instrumentation,1968,146223,80
behavior research methods & instrumentation,1969,146223,30
behavior research methods & instrumentation,1970,146223,97
behavior research methods & instrumentation,1971,146223,102
behavior research methods & instrumentation,1972,146223,101
behavior research methods & instrumentation,1973,146223,129
behavior research methods & instrumentation,1974,146223,114
behavior research methods & instrumentation,1975,146223,103
behavior research methods & instrumentation,1976,146223,102
behavior research methods & instrumentation,1977,146223,95
behavior research methods & instrumentation,1978,146223,142
behavior research methods & instrumentation,1979,146223,120
behavior research methods & instrumentation,1980,146223,94
behavior research methods & instrumentation,1981,146223,128
behavior research methods & instrumentation,1982,146223,87
behavior research methods & instrumentation,1983,146223,107
behavior research methods & instrumentation,1984,,0
behavior research methods & instrumentation,1985,,0
behavior research methods & instrumentation,1986,,0
behavior research methods & instrumentation,1987,,0
behavior research methods & instrumentation,1988,,0
behavior research methods & instrumentation,1989,,0
behavior research methods & instrumentation,1990,,0
behavior research methods & instrumentation,1991,,0
behavior research methods & instrumentation,1992,,0
behavior research methods & instrumentation,1993,,0
behavior research methods & instrumentation,1994,,0
behavior research methods & instrumentation,1995,,0
behavior research methods & instrumentation,1996,,0
behavior research methods & instrumentation,1997,,0
behavior research methods & instrumentation,1998,,0
behavior research methods & instrumentation,1999,,0
behavior research methods & instrumentation,2000,,0
behavior research methods & instrumentation,2001,,0
behavior research methods & instrumentation,2002,,0
behavior research methods & instrumentation,2003,,0
behavior research methods & instrumentation,2004,,0
behavior research methods & instrumentation,2005,,0
behavior research methods & instrumentation,2006,,0
behavior research methods & instrumentation,2007,,0
behavior research methods & instrumentation,2008,,0
behavior research methods & instrumentation,2009,,0
behavior research methods & instrumentation,2010,,0
behavior research methods & instrumentation,2011,,0
behavior research methods & instrumentation,2012,,0
behavior research methods & instrumentation,2013,,0
behavior research methods & instrumentation,2014,,0
behavior research methods & instrumentation,2015,,0
behavior research methods & instrumentation,2016,,0
behavior research methods & instrumentation,2017,,0
behavior research methods & instrumentation,2018,,0
behavior research methods & instrumentation,2019,,0
behavior research methods & instrumentation,2020,,0
behavior research methods & instrumentation,2021,,0
"behavior research methods, instruments, & computers",1942,,0
"behavior research methods, instruments, & computers",1943,,0
"behavior research methods, instruments, & computers",1944,,0
"behavior research methods, instruments, & computers",1945,,0
"behavior research methods, instruments, & computers",1946,,0
"behavior research methods, instruments, & computers",1947,,0
"behavior research methods, instruments, & computers",1948,,0
"behavior research methods, instruments, & computers",1949,,0
"behavior research methods, instruments, & computers",1950,,0
"behavior research methods, instruments, & computers",1951,,0
"behavior research methods, instruments, & computers",1952,,0
"behavior research methods, instruments, & computers",1953,,0
"behavior research methods, instruments, & computers",1954,,0
"behavior research methods, instruments, & computers",1955,,0
"behavior research methods, instruments, & computers",1956,,0
"behavior research methods, instruments, & computers",1957,,0
"behavior research methods, instruments, & computers",1958,,0
"behavior research methods, instruments, & computers",1959,,0
"behavior research methods, instruments, & computers",1960,,0
"behavior research methods, instruments, & computers",1961,,0
"behavior research methods, instruments, & computers",1962,,0
"behavior research methods, instruments, & computers",1963,,0
"behavior research methods, instruments, & computers",1964,,0
"behavior research methods, instruments, & computers",1965,,0
"behavior research methods, instruments, & computers",1966,,0
"behavior research methods, instruments, & computers",1967,,0
"behavior research methods, instruments, & computers",1968,,0
"behavior research methods, instruments, & computers",1969,,0
"behavior research methods, instruments, & computers",1970,,0
"behavior research methods, instruments, & computers",1971,,0
"behavior research methods, instruments, & computers",1972,,0
"behavior research methods, instruments, & computers",1973,,0
"behavior research methods, instruments, & computers",1974,,0
"behavior research methods, instruments, & computers",1975,,0
"behavior research methods, instruments, & computers",1976,,0
"behavior research methods, instruments, & computers",1977,,0
"behavior research methods, instruments, & computers",1978,,0
"behavior research methods, instruments, & computers",1979,,0
"behavior research methods, instruments, & computers",1980,,0
"behavior research methods, instruments, & computers",1981,,0
"behavior research methods, instruments, & computers",1982,,0
"behavior research methods, instruments, & computers",1983,,0
"behavior research methods, instruments, & computers",1984,12103,85
"behavior research methods, instruments, & computers",1985,12103,100
"behavior research methods, instruments, & computers",1986,12103,92
"behavior research methods, instruments, & computers",1987,12103,76
"behavior research methods, instruments, & computers",1988,12103,87
"behavior research methods, instruments, & computers",1989,12103,93
"behavior research methods, instruments, & computers",1990,12103,80
"behavior research methods, instruments, & computers",1991,12103,85
"behavior research methods, instruments, & computers",1992,12103,84
"behavior research methods, instruments, & computers",1993,12103,65
"behavior research methods, instruments, & computers",1994,12103,69
"behavior research methods, instruments, & computers",1995,12103,77
"behavior research methods, instruments, & computers",1996,12103,7
"behavior research methods, instruments, & computers",1997,,0
"behavior research methods, instruments, & computers",1998,,0
"behavior research methods, instruments, & computers",1999,,0
"behavior research methods, instruments, & computers",2000,,0
"behavior research methods, instruments, & computers",2001,,0
"behavior research methods, instruments, & computers",2002,,0
"behavior research methods, instruments, & computers",2003,,0
"behavior research methods, instruments, & computers",2004,,0
"behavior research methods, instruments, & computers",2005,,0
"behavior research methods, instruments, & computers",2006,,0
"behavior research methods, instruments, & computers",2007,,0
"behavior research methods, instruments, & computers",2008,,0
"behavior research methods, instruments, & computers",2009,,0
"behavior research methods, instruments, & computers",2010,,0
"behavior research methods, instruments, & computers",2011,,0
"behavior research methods, instruments, & computers",2012,,0
"behavior research methods, instruments, & computers",2013,,0
"behavior research methods, instruments, & computers",2014,,0
"behavior research methods, instruments, & computers",2015,,0
"behavior research methods, instruments, & computers",2016,,0
"behavior research methods, instruments, & computers",2017,,0
"behavior research methods, instruments, & computers",2018,,0
"behavior research methods, instruments, & computers",2019,,0
"behavior research methods, instruments, & computers",2020,,0
"behavior research methods, instruments, & computers",2021,,0
"behavior research methods, instruments, and computers",1942,,0
"behavior research methods, instruments, and computers",1943,,0
"behavior research methods, instruments, and computers",1944,,0
"behavior research methods, instruments, and computers",1945,,0
"behavior research methods, instruments, and computers",1946,,0
"behavior research methods, instruments, and computers",1947,,0
"behavior research methods, instruments, and computers",1948,,0
"behavior research methods, instruments, and computers",1949,,0
"behavior research methods, instruments, and computers",1950,,0
"behavior research methods, instruments, and computers",1951,,0
"behavior research methods, instruments, and computers",1952,,0
"behavior research methods, instruments, and computers",1953,,0
"behavior research methods, instruments, and computers",1954,,0
"behavior research methods, instruments, and computers",1955,,0
"behavior research methods, instruments, and computers",1956,,0
"behavior research methods, instruments, and computers",1957,,0
"behavior research methods, instruments, and computers",1958,,0
"behavior research methods, instruments, and computers",1959,,0
"behavior research methods, instruments, and computers",1960,,0
"behavior research methods, instruments, and computers",1961,,0
"behavior research methods, instruments, and computers",1962,,0
"behavior research methods, instruments, and computers",1963,,0
"behavior research methods, instruments, and computers",1964,,0
"behavior research methods, instruments, and computers",1965,,0
"behavior research methods, instruments, and computers",1966,,0
"behavior research methods, instruments, and computers",1967,,0
"behavior research methods, instruments, and computers",1968,,0
"behavior research methods, instruments, and computers",1969,,0
"behavior research methods, instruments, and computers",1970,,0
"behavior research methods, instruments, and computers",1971,,0
"behavior research methods, instruments, and computers",1972,,0
"behavior research methods, instruments, and computers",1973,,0
"behavior research methods, instruments, and computers",1974,,0
"behavior research methods, instruments, and computers",1975,,0
"behavior research methods, instruments, and computers",1976,,0
"behavior research methods, instruments, and computers",1977,,0
"behavior research methods, instruments, and computers",1978,,0
"behavior research methods, instruments, and computers",1979,,0
"behavior research methods, instruments, and computers",1980,,0
"behavior research methods, instruments, and computers",1981,,0
"behavior research methods, instruments, and computers",1982,,0
"behavior research methods, instruments, and computers",1983,,0
"behavior research methods, instruments, and computers",1984,,0
"behavior research methods, instruments, and computers",1985,,0
"behavior research methods, instruments, and computers",1986,,0
"behavior research methods, instruments, and computers",1987,,0
"behavior research methods, instruments, and computers",1988,,0
"behavior research methods, instruments, and computers",1989,,0
"behavior research methods, instruments, and computers",1990,,0
"behavior research methods, instruments, and computers",1991,,0
"behavior research methods, instruments, and computers",1992,,0
"behavior research methods, instruments, and computers",1993,,0
"behavior research methods, instruments, and computers",1994,,0
"behavior research methods, instruments, and computers",1995,,0
"behavior research methods, instruments, and computers",1996,12103,84
"behavior research methods, instruments, and computers",1997,12103,91
"behavior research methods, instruments, and computers",1998,12103,84
"behavior research methods, instruments, and computers",1999,12103,84
"behavior research methods, instruments, and computers",2000,12103,68
"behavior research methods, instruments, and computers",2001,12103,67
"behavior research methods, instruments, and computers",2002,12103,68
"behavior research methods, instruments, and computers",2003,12103,75
"behavior research methods, instruments, and computers",2004,12103,81
"behavior research methods, instruments, and computers",2005,,0
"behavior research methods, instruments, and computers",2006,,0
"behavior research methods, instruments, and computers",2007,,0
"behavior research methods, instruments, and computers",2008,,0
"behavior research methods, instruments, and computers",2009,,0
"behavior research methods, instruments, and computers",2010,,0
"behavior research methods, instruments, and computers",2011,,0
"behavior research methods, instruments, and computers",2012,,0
"behavior research methods, instruments, and computers",2013,,0
"behavior research methods, instruments, and computers",2014,,0
"behavior research methods, instruments, and computers",2015,,0
"behavior research methods, instruments, and computers",2016,,0
"behavior research methods, instruments, and computers",2017,,0
"behavior research methods, instruments, and computers",2018,,0
"behavior research methods, instruments, and computers",2019,,0
"behavior research methods, instruments, and computers",2020,,0
"behavior research methods, instruments, and computers",2021,,0
behavior therapy,1942,,0
behavior therapy,1943,,0
behavior therapy,1944,,0
behavior therapy,1945,,0
behavior therapy,1946,,0
behavior therapy,1947,,0
behavior therapy,1948,,0
behavior therapy,1949,,0
behavior therapy,1950,,0
behavior therapy,1951,,0
behavior therapy,1952,,0
behavior therapy,1953,,0
behavior therapy,1954,,0
behavior therapy,1955,,0
behavior therapy,1956,,0
behavior therapy,1957,,0
behavior therapy,1958,,0
behavior therapy,1959,,0
behavior therapy,1960,,0
behavior therapy,1961,,0
behavior therapy,1962,,0
behavior therapy,1963,,0
behavior therapy,1964,,0
behavior therapy,1965,,0
behavior therapy,1966,,0
behavior therapy,1967,,0
behavior therapy,1968,,0
behavior therapy,1969,,0
behavior therapy,1970,12107,54
behavior therapy,1971,12107,74
behavior therapy,1972,12107,75
behavior therapy,1973,12107,91
behavior therapy,1974,12107,84
behavior therapy,1975,12107,108
behavior therapy,1976,12107,113
behavior therapy,1977,12107,138
behavior therapy,1978,12107,125
behavior therapy,1979,12107,64
behavior therapy,1980,12107,68
behavior therapy,1981,12107,72
behavior therapy,1982,12107,62
behavior therapy,1983,12107,64
behavior therapy,1984,12107,52
behavior therapy,1985,12107,51
behavior therapy,1986,12107,56
behavior therapy,1987,12107,35
behavior therapy,1988,12107,52
behavior therapy,1989,12107,49
behavior therapy,1990,12107,38
behavior therapy,1991,12107,45
behavior therapy,1992,12107,47
behavior therapy,1993,12107,40
behavior therapy,1994,12107,41
behavior therapy,1995,12107,45
behavior therapy,1996,12107,36
behavior therapy,1997,12107,60
behavior therapy,1998,12107,46
behavior therapy,1999,12107,46
behavior therapy,2000,12107,44
behavior therapy,2001,12107,45
behavior therapy,2002,12107,34
behavior therapy,2003,12107,34
behavior therapy,2004,12107,39
behavior therapy,2005,12107,41
behavior therapy,2006,12107,39
behavior therapy,2007,12107,36
behavior therapy,2008,12107,38
behavior therapy,2009,12107,38
behavior therapy,2010,12107,52
behavior therapy,2011,12107,67
behavior therapy,2012,12107,80
behavior therapy,2013,12107,63
behavior therapy,2014,12107,82
behavior therapy,2015,12107,62
behavior therapy,2016,12107,77
behavior therapy,2017,12107,70
behavior therapy,2018,12107,81
behavior therapy,2019,12107,102
behavior therapy,2020,12107,69
behavior therapy,2021,12107,148
behavioral and brain sciences,1942,,0
behavioral and brain sciences,1943,,0
behavioral and brain sciences,1944,,0
behavioral and brain sciences,1945,,0
behavioral and brain sciences,1946,,0
behavioral and brain sciences,1947,,0
behavioral and brain sciences,1948,,0
behavioral and brain sciences,1949,,0
behavioral and brain sciences,1950,,0
behavioral and brain sciences,1951,,0
behavioral and brain sciences,1952,,0
behavioral and brain sciences,1953,,0
behavioral and brain sciences,1954,,0
behavioral and brain sciences,1955,,0
behavioral and brain sciences,1956,,0
behavioral and brain sciences,1957,,0
behavioral and brain sciences,1958,,0
behavioral and brain sciences,1959,,0
behavioral and brain sciences,1960,,0
behavioral and brain sciences,1961,,0
behavioral and brain sciences,1962,,0
behavioral and brain sciences,1963,,0
behavioral and brain sciences,1964,,0
behavioral and brain sciences,1965,,0
behavioral and brain sciences,1966,,0
behavioral and brain sciences,1967,,0
behavioral and brain sciences,1968,,0
behavioral and brain sciences,1969,,0
behavioral and brain sciences,1970,,0
behavioral and brain sciences,1971,,0
behavioral and brain sciences,1972,,0
behavioral and brain sciences,1973,,0
behavioral and brain sciences,1974,,0
behavioral and brain sciences,1975,,0
behavioral and brain sciences,1976,,0
behavioral and brain sciences,1977,,0
behavioral and brain sciences,1978,12108,335
behavioral and brain sciences,1979,12108,553
behavioral and brain sciences,1980,12108,386
behavioral and brain sciences,1981,12108,260
behavioral and brain sciences,1982,12108,388
behavioral and brain sciences,1983,12108,390
behavioral and brain sciences,1984,12108,318
behavioral and brain sciences,1985,12108,358
behavioral and brain sciences,1986,12108,215
behavioral and brain sciences,1987,12108,312
behavioral and brain sciences,1988,12108,383
behavioral and brain sciences,1989,12108,388
behavioral and brain sciences,1990,12108,302
behavioral and brain sciences,1991,12108,366
behavioral and brain sciences,1992,12108,179
behavioral and brain sciences,1993,12108,210
behavioral and brain sciences,1994,12108,400
behavioral and brain sciences,1995,12108,294
behavioral and brain sciences,1996,12108,18
behavioral and brain sciences,1997,12108,158
behavioral and brain sciences,1998,12108,22
behavioral and brain sciences,1999,12108,361
behavioral and brain sciences,2000,12108,316
behavioral and brain sciences,2001,12108,513
behavioral and brain sciences,2002,12108,362
behavioral and brain sciences,2003,12108,369
behavioral and brain sciences,2004,12108,404
behavioral and brain sciences,2005,12108,365
behavioral and brain sciences,2006,12108,283
behavioral and brain sciences,2007,12108,254
behavioral and brain sciences,2008,12108,295
behavioral and brain sciences,2009,12108,254
behavioral and brain sciences,2010,12108,224
behavioral and brain sciences,2011,12108,169
behavioral and brain sciences,2012,12108,182
behavioral and brain sciences,2013,12108,344
behavioral and brain sciences,2014,12108,346
behavioral and brain sciences,2015,12108,167
behavioral and brain sciences,2016,12108,57
behavioral and brain sciences,2017,12108,123
behavioral and brain sciences,2018,12108,66
behavioral and brain sciences,2019,12108,195
behavioral and brain sciences,2020,12108,166
behavioral and brain sciences,2021,12108,181
behavioral disorders,1942,,0
behavioral disorders,1943,,0
behavioral disorders,1944,,0
behavioral disorders,1945,,0
behavioral disorders,1946,,0
behavioral disorders,1947,,0
behavioral disorders,1948,,0
behavioral disorders,1949,,0
behavioral disorders,1950,,0
behavioral disorders,1951,,0
behavioral disorders,1952,,0
behavioral disorders,1953,,0
behavioral disorders,1954,,0
behavioral disorders,1955,,0
behavioral disorders,1956,,0
behavioral disorders,1957,,0
behavioral disorders,1958,,0
behavioral disorders,1959,,0
behavioral disorders,1960,,0
behavioral disorders,1961,,0
behavioral disorders,1962,,0
behavioral disorders,1963,,0
behavioral disorders,1964,,0
behavioral disorders,1965,,0
behavioral disorders,1966,,0
behavioral disorders,1967,,0
behavioral disorders,1968,,0
behavioral disorders,1969,,0
behavioral disorders,1970,,0
behavioral disorders,1971,,0
behavioral disorders,1972,,0
behavioral disorders,1973,,0
behavioral disorders,1974,,0
behavioral disorders,1975,,0
behavioral disorders,1976,,0
behavioral disorders,1977,,0
behavioral disorders,1978,,0
behavioral disorders,1979,,0
behavioral disorders,1980,,0
behavioral disorders,1981,,0
behavioral disorders,1982,,0
behavioral disorders,1983,,0
behavioral disorders,1984,,0
behavioral disorders,1985,,0
behavioral disorders,1986,,0
behavioral disorders,1987,,0
behavioral disorders,1988,,0
behavioral disorders,1989,,0
behavioral disorders,1990,,0
behavioral disorders,1991,,0
behavioral disorders,1992,,0
behavioral disorders,1993,,0
behavioral disorders,1994,,0
behavioral disorders,1995,,0
behavioral disorders,1996,21996,22
behavioral disorders,1997,21996,24
behavioral disorders,1998,21996,33
behavioral disorders,1999,21996,28
behavioral disorders,2000,21996,26
behavioral disorders,2001,21996,26
behavioral disorders,2002,21996,9
behavioral disorders,2003,21996,37
behavioral disorders,2004,21996,31
behavioral disorders,2005,21996,35
behavioral disorders,2006,21996,21
behavioral disorders,2007,21996,19
behavioral disorders,2008,21996,14
behavioral disorders,2009,21996,14
behavioral disorders,2010,21996,24
behavioral disorders,2011,21996,22
behavioral disorders,2012,,0
behavioral disorders,2013,21996,11
behavioral disorders,2014,21996,23
behavioral disorders,2015,21996,17
behavioral disorders,2016,21996,16
behavioral disorders,2017,21996,21
behavioral disorders,2018,21996,18
behavioral disorders,2019,21996,22
behavioral disorders,2020,21996,21
behavioral disorders,2021,21996,33
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1942,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1943,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1944,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1945,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1946,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1947,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1948,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1949,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1950,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1951,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1952,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1953,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1954,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1955,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1956,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1957,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1958,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1959,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1960,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1961,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1962,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1963,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1964,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1965,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1966,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1967,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1968,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1969,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1970,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1971,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1972,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1973,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1974,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1975,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1976,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1977,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1978,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1979,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1980,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1981,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1982,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1983,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1984,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1985,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1986,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1987,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1988,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1989,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1990,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1991,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1992,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1993,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1994,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1995,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1996,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1997,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1998,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,1999,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2000,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2001,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2002,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2003,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2004,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2005,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2006,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2007,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2008,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2009,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2010,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2011,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2012,21100297387,1
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2013,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2014,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2015,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2016,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2017,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2018,,0
behavioral disorders in children: ecosystemic psychodynamic interventions within the family and school context,2019,,0
